text,label,intent_name
Container ONEU3334445 customs inspection status?,6,track_container
Reschedule: CMA CGM Rio advance cargo operations to 2024-07-26 due to weather,5,modify_berth_booking
Immigration formalities for crew change on Evergreen Tokyo at Hamburg,8,ask_regulations
Reporting equipment failure: crane QC03 breakdown at berth 11,3,report_port_incident
Customs docs: commercial invoice 17002 LNG value 1642774 Incoterm CFR,2,submit_customs_docs
Tracking: EGLV4445556 discharge completion time at terminal LBCT,6,track_container
Immigration formalities for crew change on HMM Busan at Antwerp,8,ask_regulations
Uploading packing list for container OOLU4567890 HS 8703.23 weight 18929kg,2,submit_customs_docs
ETD for ONE Bangkok after cargo operations complete?,1,ask_vessel_schedule
Port dues for Maersk Edmonton net tonnage 14817 stay duration 3 days,4,ask_tariff_rates
Immigration formalities for crew change on CMA CGM Rio at Shanghai,8,ask_regulations
Tracking: YMLU7778889 discharge completion time at terminal Matson,6,track_container
Tug services: Yang Ming Kaohsiung unberthing from CTB ETD 2024-02-18,7,request_pilotage_tug
Documentation submitted: cargo manifest for Hapag Dubai voyage 439 Busan,2,submit_customs_docs
Customs procedures for transshipment cargo at Antwerp,8,ask_regulations
Environmental incident: oil spill from COSCO Shanghai at anchorage during bunkering,3,report_port_incident
Order pilot for CMA CGM Rio LOA 211m GT 107621 ETA pilot station 2024-03-26,7,request_pilotage_tug
Track container MSCU1234567 last reported location?,6,track_container
Manifest amendment: container ONEU3334445 cargo description changed to containers,9,declare_cargo_manifest
Incident report: Hapag Dubai damaged fender at berth 4 during mooring,3,report_port_incident
Container YMLU7778889 customs inspection status?,6,track_container
Where is container ONEU3334445 currently in port?,6,track_container
Manifest amendment: container YMLU7778889 cargo description changed to frozen meat,9,declare_cargo_manifest
Berth change request: Yang Ming Kaohsiung needs deeper draft berth 24 draft 13m,5,modify_berth_booking
What are the ISPS security requirements for MSC Geneva at Busan?,8,ask_regulations
Cancel pilot order for MSC Geneva ETA changed to 2024-03-27,5,modify_berth_booking
Standby tug for Yang Ming Kaohsiung during cargo transfer operations,7,request_pilotage_tug
What are the ISPS security requirements for MSC Geneva at Dubai?,8,ask_regulations
Container EGLV4445556 customs inspection status?,6,track_container
When does COSCO Shanghai depart Los Angeles bound for Germany?,1,ask_vessel_schedule
Uploading packing list for container TCLU1112223 HS 8703.23 weight 10498kg,2,submit_customs_docs
Customs entry filed: Bill of Lading MAEU2610184 container MSCU1234567 cargo bauxite,2,submit_customs_docs
Ballast water management requirements at Antwerp for Yang Ming Kaohsiung,8,ask_regulations
Stevedoring charges for chemicals discharge rate 1603 MT per hour,4,ask_tariff_rates
Requesting vessel schedule for Hapag Dubai IMO 9283246,1,ask_vessel_schedule
Schedule inquiry: COSCO Shanghai arriving Ningbo berth 1,1,ask_vessel_schedule
Where is container MSCU1234567 currently in port?,6,track_container
Modify: ONE Bangkok shifting from berth 12 to 15 for cargo segregation,5,modify_berth_booking
Mooring gang requested for ONE Bangkok at berth 1 ETA 2024-03-19,7,request_pilotage_tug
Arrival window for Hapag Dubai at pilot station 2 to 22,1,ask_vessel_schedule
What are the ISPS security requirements for ZIM Haifa at Los Angeles?,8,ask_regulations
Environmental incident: oil spill from MSC Geneva at anchorage during bunkering,3,report_port_incident
Location of container COSU7654321 in yard block F6?,6,track_container
Modify: COSCO Shanghai shifting from berth 9 to 19 for cargo segregation,5,modify_berth_booking
Modify: Evergreen Tokyo shifting from berth 8 to 20 for cargo segregation,5,modify_berth_booking
Demurrage rates for containers at Delta after free time expires,4,ask_tariff_rates
Regulations for handling textiles IMO class 5 at CTB?,8,ask_regulations
Safety incident: crew injury on CMA CGM Rio during lashing operations,3,report_port_incident
Final cargo manifest for MSC Geneva total 72447 MT 10523 TEU Los Angeles to Japan,9,declare_cargo_manifest
ETD for Maersk Edmonton after cargo operations complete?,1,ask_vessel_schedule
Uploading packing list for container ONEU3334445 HS 3004.90 weight 23920kg,2,submit_customs_docs
Standby tug for Maersk Edmonton during cargo transfer operations,7,request_pilotage_tug
Container MAEU9876543 customs inspection status?,6,track_container
When is Maersk Edmonton expected to arrive at Rotterdam?,1,ask_vessel_schedule
Is ONEU3334445 available for collection at LBCT gate?,6,track_container
Where is container ZIMU1239874 currently in port?,6,track_container
Reefer cargo list attached for ZIM Haifa 23576 refrigerated containers set temps included,9,declare_cargo_manifest
Demurrage rates for containers at PSA after free time expires,4,ask_tariff_rates
Request berth allocation for MV CMA CGM Rio LOA 288m beam 31m draft 9m ETA 2024-03-14 cargo bauxite,0,request_berth_booking
Certificate of origin attached for bauxite HS code 2709.00 preferential origin Argentina,2,submit_customs_docs
Double tug configuration for COSCO Shanghai due to adverse currents,7,request_pilotage_tug
Amend berth booking: ZIM Haifa new ETA 2024-06-10 original booking 2024-06-6,5,modify_berth_booking
Tug services: Hapag Dubai unberthing from Delta ETD 2024-07-10,7,request_pilotage_tug
Tracking: ZIMU1239874 discharge completion time at terminal HIT,6,track_container
Ballast water management requirements at Antwerp for Maersk Edmonton,8,ask_regulations
Environmental incident: oil spill from Yang Ming Kaohsiung at anchorage during bunkering,3,report_port_incident
Reefer cargo list attached for Maersk Edmonton 6733 refrigerated containers set temps included,9,declare_cargo_manifest
Documentation submitted: cargo manifest for ONE Bangkok voyage 517 Shanghai,2,submit_customs_docs
Request berth allocation for MV Evergreen Tokyo LOA 157m beam 52m draft 13m ETA 2024-04-25 cargo frozen meat,0,request_berth_booking
Modify: Maersk Edmonton shifting from berth 11 to 19 for cargo segregation,5,modify_berth_booking
Certificate of origin attached for automobiles HS code 0901.11 preferential origin Brazil,2,submit_customs_docs
Standby tug for Yang Ming Kaohsiung during cargo transfer operations,7,request_pilotage_tug
What are the ISPS security requirements for ZIM Haifa at Hong Kong?,8,ask_regulations
Certificate of origin attached for wheat HS code 2709.00 preferential origin Brazil,2,submit_customs_docs
Submitting SAD document for import of automobiles origin South Africa consignee Olam,2,submit_customs_docs
Schedule inquiry: Yang Ming Kaohsiung arriving Hong Kong berth 11,1,ask_vessel_schedule
Final cargo manifest for MSC Geneva total 74102 MT 21004 TEU Rotterdam to Netherlands,9,declare_cargo_manifest
Manifest amendment: container YMLU7778889 cargo description changed to chemicals,9,declare_cargo_manifest
Container MSCU1234567 customs inspection status?,6,track_container
Berth change request: COSCO Shanghai needs deeper draft berth 22 draft 10m,5,modify_berth_booking
Submitting manifest: tank containers total 12427 TEU on ZIM Haifa,9,declare_cargo_manifest
Where is container YMLU7778889 currently in port?,6,track_container
Security alert: unauthorized personnel near CTA terminal perimeter,3,report_port_incident
Requesting vessel schedule for ZIM Haifa IMO 9096619,1,ask_vessel_schedule
Container TCLU1112223 customs inspection status?,6,track_container
Out of gauge cargo declaration: electronics dimensions 8x3x2m,9,declare_cargo_manifest
Dangerous goods manifest: crude oil UN number 2605 class 1 container MAEU9876543,9,declare_cargo_manifest
Ballast water management requirements at Hamburg for COSCO Shanghai,8,ask_regulations
Berth change request: ONE Bangkok needs deeper draft berth 13 draft 8m,5,modify_berth_booking
What are the ISPS security requirements for ONE Bangkok at Antwerp?,8,ask_regulations
What is the pilotage fee for LOA 286m vessel entering Ningbo?,4,ask_tariff_rates
What are the ISPS security requirements for Hapag Dubai at Singapore?,8,ask_regulations
Immigration formalities for crew change on COSCO Shanghai at Ningbo,8,ask_regulations
Port incident: ZIMU1239874 collapsed during stacking at yard block A1,3,report_port_incident
Submitting customs declaration for LNG HS code 2601.11 value 856323 CFR,2,submit_customs_docs
Stevedoring charges for crude oil discharge rate 811 MT per hour,4,ask_tariff_rates
Ballast water management requirements at Singapore for ZIM Haifa,8,ask_regulations
What are the ISPS security requirements for Evergreen Tokyo at Shanghai?,8,ask_regulations
Submitting customs declaration for iron ore HS code 0901.11 value 2198276 EXW,2,submit_customs_docs
What are the ISPS security requirements for HMM Busan at Hamburg?,8,ask_regulations
Submitting customs declaration for LNG HS code 8703.23 value 528260 DDP,2,submit_customs_docs
Book berth for ZIM Haifa at APM terminal ETA 2024-05-15 draft 11m alongside starboard,0,request_berth_booking
Order pilot for Evergreen Tokyo LOA 280m GT 99277 ETA pilot station 2024-01-28,7,request_pilotage_tug
Environmental incident: oil spill from Yang Ming Kaohsiung at anchorage during bunkering,3,report_port_incident
When does Yang Ming Kaohsiung depart Ningbo bound for Netherlands?,1,ask_vessel_schedule
Tug services: ONE Bangkok unberthing from HIT ETD 2024-06-22,7,request_pilotage_tug
ETD for Yang Ming Kaohsiung after cargo operations complete?,1,ask_vessel_schedule
Port incident: ZIMU1239874 collapsed during stacking at yard block C3,3,report_port_incident
Dangerous goods manifest: automobiles UN number 1575 class 9 container HLCU5556667,9,declare_cargo_manifest
Container HLCU5556667 customs inspection status?,6,track_container
Status inquiry: HLCU5556667 customs hold or released?,6,track_container
Incident: ONE Bangkok allision with jetty during berthing maneuver,3,report_port_incident
OPL (Outer Port Limit) anchorage regulations for cruise ship vessels,8,ask_regulations
Container OOLU4567890 customs inspection status?,6,track_container
Requesting anchorage for Yang Ming Kaohsiung awaiting berth availability for containers discharge,0,request_berth_booking
Ballast water management requirements at Antwerp for CMA CGM Rio,8,ask_regulations
Ballast water management requirements at Antwerp for Evergreen Tokyo,8,ask_regulations
Submitting manifest: open top containers total 20426 TEU on Yang Ming Kaohsiung,9,declare_cargo_manifest
Environmental incident: oil spill from ZIM Haifa at anchorage during bunkering,3,report_port_incident
Out of gauge cargo declaration: automobiles dimensions 12x5x4m,9,declare_cargo_manifest
Berth reservation: HMM Busan arriving 2024-08-17 with open top containers total 16534 TEU,0,request_berth_booking
Location of container HLCU5556667 in yard block D4?,6,track_container
Reporting equipment failure: crane RMG02 breakdown at berth 12,3,report_port_incident
Amend berth booking: Yang Ming Kaohsiung new ETA 2024-01-14 original booking 2024-07-8,5,modify_berth_booking
Is ONEU3334445 available for collection at CTB gate?,6,track_container
OPL (Outer Port Limit) anchorage regulations for bulk carrier vessels,8,ask_regulations
Ballast water management requirements at Hong Kong for ONE Bangkok,8,ask_regulations
Requesting wharfage rates for bulk carrier vessels at Los Angeles,4,ask_tariff_rates
Incident: HMM Busan allision with jetty during berthing maneuver,3,report_port_incident
Customs procedures for transshipment cargo at Dubai,8,ask_regulations
Is COSU7654321 available for collection at CTB gate?,6,track_container
Customs docs: commercial invoice 60246 soybeans value 432641 Incoterm DDP,2,submit_customs_docs
Schedule inquiry: ONE Bangkok arriving Rotterdam berth 5,1,ask_vessel_schedule
Phytosanitary certificate submitted for agricultural cargo automobiles container MAEU9876543,2,submit_customs_docs
Bulk cargo declaration: wheat 78281 MT shipper Vitol consignee Vitol,9,declare_cargo_manifest
Port dues for MSC Geneva net tonnage 12864 stay duration 9 days,4,ask_tariff_rates
Double tug configuration for Evergreen Tokyo due to adverse currents,7,request_pilotage_tug
Stevedoring charges for automobiles discharge rate 682 MT per hour,4,ask_tariff_rates
Submitting customs declaration for bauxite HS code 8703.23 value 4853249 CIF,2,submit_customs_docs
Tug services: CMA CGM Rio unberthing from Matson ETD 2024-05-14,7,request_pilotage_tug
Request tug assistance: Hapag Dubai berthing at berth 12 wind force 7,7,request_pilotage_tug
ETD for MSC Geneva after cargo operations complete?,1,ask_vessel_schedule
Arrival window for Yang Ming Kaohsiung at pilot station 14 to 19,1,ask_vessel_schedule
Immigration formalities for crew change on ZIM Haifa at Shanghai,8,ask_regulations
ETA for Hapag Dubai voyage 675 from Indonesia?,1,ask_vessel_schedule
OPL (Outer Port Limit) anchorage regulations for ro-ro vessel vessels,8,ask_regulations
When is CMA CGM Rio expected to arrive at Ningbo?,1,ask_vessel_schedule
Submitting manifest: tank containers total 16814 TEU on ONE Bangkok,9,declare_cargo_manifest
Safety incident: crew injury on Yang Ming Kaohsiung during lashing operations,3,report_port_incident
Uploading packing list for container COSU7654321 HS 6203.42 weight 22431kg,2,submit_customs_docs
Port incident: TCLU1112223 collapsed during stacking at yard block F6,3,report_port_incident
Where is container ZIMU1239874 currently in port?,6,track_container
Final cargo manifest for Maersk Edmonton total 18264 MT 15313 TEU Shanghai to France,9,declare_cargo_manifest
Arrival window for ONE Bangkok at pilot station 2 to 29,1,ask_vessel_schedule
Reporting delay: cargo operations suspended at terminal SSA due to rough seas,3,report_port_incident
Demurrage rates for containers at PSA after free time expires,4,ask_tariff_rates
Requesting vessel schedule for Yang Ming Kaohsiung IMO 9185973,1,ask_vessel_schedule
Documentation submitted: cargo manifest for CMA CGM Rio voyage 21 Singapore,2,submit_customs_docs
ETD for Yang Ming Kaohsiung after cargo operations complete?,1,ask_vessel_schedule
Submitting SAD document for import of coal origin Argentina consignee Vitol,2,submit_customs_docs
Requesting anchorage for Maersk Edmonton awaiting berth availability for iron ore discharge,0,request_berth_booking
Environmental incident: oil spill from HMM Busan at anchorage during bunkering,3,report_port_incident
Port dues for HMM Busan net tonnage 37110 stay duration 14 days,4,ask_tariff_rates
Container TCLU1112223 customs inspection status?,6,track_container
ETA for HMM Busan voyage 982 from South Africa?,1,ask_vessel_schedule
Standby tug for MSC Geneva during cargo transfer operations,7,request_pilotage_tug
What are the ISPS security requirements for Maersk Edmonton at Dubai?,8,ask_regulations
Reporting delay: cargo operations suspended at terminal HIT due to rough seas,3,report_port_incident
Customs procedures for transshipment cargo at Rotterdam,8,ask_regulations
Berth request: Evergreen Tokyo IMO 9606204 arriving 2024-03-13 with 12818 MT of textiles FOB,0,request_berth_booking
Submitting manifest: tank containers total 13111 TEU on Hapag Dubai,9,declare_cargo_manifest
Need berth booking for tanker Yang Ming Kaohsiung carrying soybeans ETA 2024-04-25 LOA 213 meters,0,request_berth_booking
Out of gauge cargo declaration: steel coils dimensions 12x2x5m,9,declare_cargo_manifest
Cancel pilot order for ONE Bangkok ETA changed to 2024-03-19,5,modify_berth_booking
Reschedule: ONE Bangkok advance cargo operations to 2024-08-23 due to weather,5,modify_berth_booking
Arrival window for ONE Bangkok at pilot station 5 to 22,1,ask_vessel_schedule
Tug services: Maersk Edmonton unberthing from APM ETD 2024-07-13,7,request_pilotage_tug
Escort tug request for ZIM Haifa in restricted channel due to high winds,7,request_pilotage_tug
What is the pilotage fee for LOA 202m vessel entering Antwerp?,4,ask_tariff_rates
Order pilot for HMM Busan LOA 386m GT 58436 ETA pilot station 2024-01-15,7,request_pilotage_tug
Reschedule: ONE Bangkok advance cargo operations to 2024-03-21 due to weather,5,modify_berth_booking
OPL (Outer Port Limit) anchorage regulations for general cargo vessels,8,ask_regulations
Incident report: Maersk Edmonton damaged fender at berth 2 during mooring,3,report_port_incident
Documentation submitted: cargo manifest for CMA CGM Rio voyage 437 Hong Kong,2,submit_customs_docs
Requesting anchorage for CMA CGM Rio awaiting berth availability for chemicals discharge,0,request_berth_booking
Final cargo manifest for Maersk Edmonton total 13122 MT 23916 TEU Dubai to Turkey,9,declare_cargo_manifest
Berth change request: ONE Bangkok needs deeper draft berth 13 draft 10m,5,modify_berth_booking
Manifest amendment: container HLCU5556667 cargo description changed to crude oil,9,declare_cargo_manifest
Berth swap requested between COSCO Shanghai and HMM Busan at CTA,5,modify_berth_booking
Regulations for handling steel coils IMO class 9 at PSA?,8,ask_regulations
Need berth booking for container vessel Evergreen Tokyo carrying containers ETA 2024-08-12 LOA 196 meters,0,request_berth_booking
ETD for ZIM Haifa after cargo operations complete?,1,ask_vessel_schedule
Demurrage rates for containers at SSA after free time expires,4,ask_tariff_rates
Modify: ZIM Haifa shifting from berth 1 to 17 for cargo segregation,5,modify_berth_booking
Out of gauge cargo declaration: electronics dimensions 8x5x4m,9,declare_cargo_manifest
Documentation submitted: cargo manifest for COSCO Shanghai voyage 436 Dubai,2,submit_customs_docs
Reschedule: Maersk Edmonton advance cargo operations to 2024-09-28 due to weather,5,modify_berth_booking
Regulations for handling coal IMO class 3 at APM?,8,ask_regulations
Uploading packing list for container TCLU1112223 HS 3004.90 weight 22136kg,2,submit_customs_docs
Documentation submitted: cargo manifest for MSC Geneva voyage 267 Hamburg,2,submit_customs_docs
When does Yang Ming Kaohsiung depart Rotterdam bound for France?,1,ask_vessel_schedule
When does ZIM Haifa depart Shanghai bound for South Korea?,1,ask_vessel_schedule
Location of container MSCU1234567 in yard block A1?,6,track_container
Where is container TCLU1112223 currently in port?,6,track_container
Container ZIMU1239874 loaded on which vessel voyage?,6,track_container
Customs procedures for transshipment cargo at Shanghai,8,ask_regulations
Tug services: Maersk Edmonton unberthing from PSA ETD 2024-03-21,7,request_pilotage_tug
Dangerous goods manifest: wheat UN number 2266 class 5 container TCLU1112223,9,declare_cargo_manifest
Berth swap requested between CMA CGM Rio and ZIM Haifa at CTA,5,modify_berth_booking
Book berth for CMA CGM Rio at HIT terminal ETA 2024-07-25 draft 14m alongside starboard,0,request_berth_booking
Port incident: MSCU1234567 collapsed during stacking at yard block F6,3,report_port_incident
Pilotage required for bulk carrier Hapag Dubai draft 14m arriving 2024-02-22,7,request_pilotage_tug
Book berth for ZIM Haifa at CTA terminal ETA 2024-03-12 draft 15m alongside port,0,request_berth_booking
Berth request: HMM Busan IMO 9882995 arriving 2024-02-10 with 6818 MT of frozen meat FOB,0,request_berth_booking
Tariff inquiry: container storage fees for tank after 10 days free time,4,ask_tariff_rates
Need berth booking for car carrier HMM Busan carrying containers ETA 2024-04-19 LOA 307 meters,0,request_berth_booking
Reporting equipment failure: crane QC03 breakdown at berth 7,3,report_port_incident
Tug services: CMA CGM Rio unberthing from SSA ETD 2024-06-19,7,request_pilotage_tug
Certificate of origin attached for automobiles HS code 2601.11 preferential origin Canada,2,submit_customs_docs
Extend stay: Maersk Edmonton requires additional 17 days alongside for electronics,5,modify_berth_booking
Reporting equipment failure: crane QC01 breakdown at berth 8,3,report_port_incident
Need berth booking for cruise ship CMA CGM Rio carrying soybeans ETA 2024-07-14 LOA 302 meters,0,request_berth_booking
Environmental compliance: scrubber washwater discharge rules at Busan,8,ask_regulations
Berth change request: Evergreen Tokyo needs deeper draft berth 15 draft 8m,5,modify_berth_booking
Berth request: Maersk Edmonton IMO 9512530 arriving 2024-06-24 with 31097 MT of crude oil FOB,0,request_berth_booking
Reporting delay: cargo operations suspended at terminal CTB due to heavy rain,3,report_port_incident
Port incident: MSCU1234567 collapsed during stacking at yard block B2,3,report_port_incident
Environmental incident: oil spill from MSC Geneva at anchorage during bunkering,3,report_port_incident
Where is container EGLV4445556 currently in port?,6,track_container
Cargo manifest declaration for ZIM Haifa voyage 502 loading bauxite destination Spain,9,declare_cargo_manifest
Uploading packing list for container MAEU9876543 HS 2709.00 weight 8176kg,2,submit_customs_docs
Request tug assistance: HMM Busan berthing at berth 8 wind force 6,7,request_pilotage_tug
Cancel pilot order for ZIM Haifa ETA changed to 2024-03-10,5,modify_berth_booking
Reporting delay: cargo operations suspended at terminal LBCT due to high winds,3,report_port_incident
Request tug assistance: MSC Geneva berthing at berth 1 wind force 4,7,request_pilotage_tug
Immigration formalities for crew change on COSCO Shanghai at Dubai,8,ask_regulations
Demurrage rates for containers at LBCT after free time expires,4,ask_tariff_rates
ETA for HMM Busan voyage 775 from China?,1,ask_vessel_schedule
Stevedoring charges for automobiles discharge rate 1517 MT per hour,4,ask_tariff_rates
Customs entry filed: Bill of Lading MAEU1806878 container MAEU9876543 cargo steel coils,2,submit_customs_docs
Mooring gang requested for COSCO Shanghai at berth 5 ETA 2024-05-17,7,request_pilotage_tug
Book berth for Hapag Dubai at LBCT terminal ETA 2024-06-24 draft 12m alongside port,0,request_berth_booking
Certificate of origin attached for soybeans HS code 3004.90 preferential origin Russia,2,submit_customs_docs
Immigration formalities for crew change on Maersk Edmonton at Busan,8,ask_regulations
ETA for CMA CGM Rio voyage 159 from China?,1,ask_vessel_schedule
Demurrage rates for containers at Matson after free time expires,4,ask_tariff_rates
Arrival window for ONE Bangkok at pilot station 1 to 28,1,ask_vessel_schedule
What are the cargo handling charges for iron ore per metric ton at PSA?,4,ask_tariff_rates
Environmental compliance: scrubber washwater discharge rules at Hong Kong,8,ask_regulations
Order pilot for HMM Busan LOA 233m GT 86898 ETA pilot station 2024-07-16,7,request_pilotage_tug
Schedule inquiry: ZIM Haifa arriving Rotterdam berth 8,1,ask_vessel_schedule
Immigration formalities for crew change on Yang Ming Kaohsiung at Dubai,8,ask_regulations
HMM Busan requesting quay space for discharge of textiles ETA 2024-05-25 LOA 398m GRT 106161,0,request_berth_booking
Standby tug for MSC Geneva during cargo transfer operations,7,request_pilotage_tug
Requesting wharfage rates for general cargo vessels at Hong Kong,4,ask_tariff_rates
Dangerous goods manifest: textiles UN number 2358 class 5 container TCLU1112223,9,declare_cargo_manifest
Cancel pilot order for ZIM Haifa ETA changed to 2024-03-23,5,modify_berth_booking
Order pilot for Maersk Edmonton LOA 159m GT 140092 ETA pilot station 2024-01-13,7,request_pilotage_tug
Port state control inspection procedures for Liberia flag vessels,8,ask_regulations
Is MSCU1234567 available for collection at HIT gate?,6,track_container
Uploading packing list for container ONEU3334445 HS 2601.11 weight 21956kg,2,submit_customs_docs
Port dues for Evergreen Tokyo net tonnage 20212 stay duration 16 days,4,ask_tariff_rates
Need pier allocation for bulk carrier Maersk Edmonton loading steel coils ETD 2024-05-16,0,request_berth_booking
Order pilot for Evergreen Tokyo LOA 160m GT 93630 ETA pilot station 2024-08-14,7,request_pilotage_tug
Submitting manifest: flat rack containers total 15325 TEU on ZIM Haifa,9,declare_cargo_manifest
What are the cargo handling charges for crude oil per metric ton at Delta?,4,ask_tariff_rates
Submitting customs declaration for soybeans HS code 2709.00 value 2555259 DDP,2,submit_customs_docs
Berth request: ZIM Haifa IMO 9497643 arriving 2024-03-24 with 20203 MT of steel coils FOB,0,request_berth_booking
Manifest amendment: container TCLU1112223 cargo description changed to chemicals,9,declare_cargo_manifest
Need berth booking for tanker Yang Ming Kaohsiung carrying electronics ETA 2024-03-13 LOA 269 meters,0,request_berth_booking
Cargo manifest declaration for HMM Busan voyage 658 loading coal destination UK,9,declare_cargo_manifest
Security alert: unauthorized personnel near PSA terminal perimeter,3,report_port_incident
Request tug assistance: COSCO Shanghai berthing at berth 7 wind force 4,7,request_pilotage_tug
Cancel pilot order for CMA CGM Rio ETA changed to 2024-07-12,5,modify_berth_booking
Need berth booking for tanker Maersk Edmonton carrying steel coils ETA 2024-05-14 LOA 259 meters,0,request_berth_booking
Status inquiry: YMLU7778889 customs hold or released?,6,track_container
Tug services: Maersk Edmonton unberthing from SSA ETD 2024-06-11,7,request_pilotage_tug
Tracking: ONEU3334445 discharge completion time at terminal Euromax,6,track_container
Reschedule: CMA CGM Rio advance cargo operations to 2024-04-17 due to weather,5,modify_berth_booking
Tug service rates for COSCO Shanghai gross tonnage 131551 at Los Angeles,4,ask_tariff_rates
Berth reservation: ZIM Haifa arriving 2024-06-22 with flat rack containers total 19428 TEU,0,request_berth_booking
Mooring gang requested for Yang Ming Kaohsiung at berth 7 ETA 2024-07-26,7,request_pilotage_tug
Schedule inquiry: Yang Ming Kaohsiung arriving Hong Kong berth 8,1,ask_vessel_schedule
Incident: Hapag Dubai allision with jetty during berthing maneuver,3,report_port_incident
Regulations for handling wheat IMO class 1 at Delta?,8,ask_regulations
What is the pilotage fee for LOA 177m vessel entering Antwerp?,4,ask_tariff_rates
Tug service rates for Yang Ming Kaohsiung gross tonnage 94226 at Singapore,4,ask_tariff_rates
Berth change request: ZIM Haifa needs deeper draft berth 22 draft 9m,5,modify_berth_booking
Manifest amendment: container MSCU1234567 cargo description changed to chemicals,9,declare_cargo_manifest
Documentation submitted: cargo manifest for HMM Busan voyage 206 Hamburg,2,submit_customs_docs
Customs docs: commercial invoice 48653 bauxite value 3166623 Incoterm FOB,2,submit_customs_docs
Customs docs: commercial invoice 82379 automobiles value 1071016 Incoterm CIF,2,submit_customs_docs
Request berth allocation for MV Hapag Dubai LOA 194m beam 33m draft 13m ETA 2024-08-26 cargo chemicals,0,request_berth_booking
Escort tug request for HMM Busan in restricted channel due to high winds,7,request_pilotage_tug
Reefer cargo list attached for Yang Ming Kaohsiung 10982 refrigerated containers set temps included,9,declare_cargo_manifest
Berth request: Evergreen Tokyo IMO 9333222 arriving 2024-08-20 with 30875 MT of coal FOB,0,request_berth_booking
Requesting anchorage for Hapag Dubai awaiting berth availability for crude oil discharge,0,request_berth_booking
Cancel pilot order for HMM Busan ETA changed to 2024-08-17,5,modify_berth_booking
Environmental incident: oil spill from Evergreen Tokyo at anchorage during bunkering,3,report_port_incident
What are the cargo handling charges for wheat per metric ton at APM?,4,ask_tariff_rates
Demurrage rates for containers at APM after free time expires,4,ask_tariff_rates
Pilotage required for tanker ZIM Haifa draft 11m arriving 2024-03-16,7,request_pilotage_tug
Submitting customs declaration for coal HS code 6203.42 value 4274918 EXW,2,submit_customs_docs
Amend berth booking: Evergreen Tokyo new ETA 2024-08-27 original booking 2024-01-5,5,modify_berth_booking
Order pilot for Evergreen Tokyo LOA 368m GT 66687 ETA pilot station 2024-07-12,7,request_pilotage_tug
Submitting customs declaration for bauxite HS code 0901.11 value 4909350 EXW,2,submit_customs_docs
Need pier allocation for LNG carrier Evergreen Tokyo loading chemicals ETD 2024-05-20,0,request_berth_booking
Berth change request: ZIM Haifa needs deeper draft berth 23 draft 8m,5,modify_berth_booking
Reefer cargo list attached for MSC Geneva 6678 refrigerated containers set temps included,9,declare_cargo_manifest
What is the pilotage fee for LOA 384m vessel entering Los Angeles?,4,ask_tariff_rates
Schedule inquiry: CMA CGM Rio arriving Shanghai berth 5,1,ask_vessel_schedule
Cancel pilot order for Maersk Edmonton ETA changed to 2024-04-17,5,modify_berth_booking
Immigration formalities for crew change on Evergreen Tokyo at Rotterdam,8,ask_regulations
Escort tug request for ZIM Haifa in restricted channel due to high winds,7,request_pilotage_tug
Tracking: TCLU1112223 discharge completion time at terminal PSA,6,track_container
Berth change request: Evergreen Tokyo needs deeper draft berth 14 draft 10m,5,modify_berth_booking
Book berth for MSC Geneva at Delta terminal ETA 2024-03-27 draft 13m alongside starboard,0,request_berth_booking
Dangerous goods manifest: crude oil UN number 1646 class 9 container OOLU4567890,9,declare_cargo_manifest
Amend berth booking: Hapag Dubai new ETA 2024-06-28 original booking 2024-09-9,5,modify_berth_booking
Container OOLU4567890 customs inspection status?,6,track_container
Modify: Evergreen Tokyo shifting from berth 11 to 18 for cargo segregation,5,modify_berth_booking
Submitting SAD document for import of automobiles origin Russia consignee Odebrecht,2,submit_customs_docs
Bulk cargo declaration: steel coils 72254 MT shipper Glencore consignee Vitol,9,declare_cargo_manifest
Order pilot for Maersk Edmonton LOA 161m GT 101528 ETA pilot station 2024-08-24,7,request_pilotage_tug
Tariff inquiry: container storage fees for tank after 18 days free time,4,ask_tariff_rates
Environmental compliance: scrubber washwater discharge rules at Hong Kong,8,ask_regulations
Cancel berth reservation for Yang Ming Kaohsiung voyage 11,5,modify_berth_booking
Berth reservation: Maersk Edmonton arriving 2024-07-19 with flat rack containers total 9542 TEU,0,request_berth_booking
Is OOLU4567890 available for collection at APM gate?,6,track_container
CMA CGM Rio requesting quay space for discharge of wheat ETA 2024-09-19 LOA 359m GRT 129231,0,request_berth_booking
Submitting customs declaration for frozen meat HS code 6203.42 value 2468575 CIF,2,submit_customs_docs
Track container ONEU3334445 last reported location?,6,track_container
Schedule inquiry: Maersk Edmonton arriving Los Angeles berth 4,1,ask_vessel_schedule
Reschedule: MSC Geneva advance cargo operations to 2024-08-10 due to weather,5,modify_berth_booking
Incident: ONE Bangkok allision with jetty during berthing maneuver,3,report_port_incident
Where is container ONEU3334445 currently in port?,6,track_container
Reporting delay: cargo operations suspended at terminal Matson due to high winds,3,report_port_incident
Uploading packing list for container HLCU5556667 HS 3004.90 weight 26811kg,2,submit_customs_docs
Escort tug request for MSC Geneva in restricted channel due to fog,7,request_pilotage_tug
Immigration formalities for crew change on MSC Geneva at Rotterdam,8,ask_regulations
